,age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index ,Department,Sentiment,Emotions,Summary,date
992,61,General Petite,Dresses,Dresses,1110,Great dress!,"Comfortable, great fit and beautiful colors. the interesting thing is that in this picture, it shows the dress just below the knee. i am 5'5"" so totally average height, but the dress falls just above my ankles., which i personally think is way more attractive. not sure if there are two versions of this dress, but be careful if you buy online. i got mine in the glendale store.",0,5,1,Product,positive,"comfortable, great, beautiful, interesting, attractive","comfortable, great fit, beautiful colors, interesting dress length",2022-11-28 09:05:35.403726708
993,26,General Petite,Dresses,Dresses,1094,Fall fun,"This dress is amazing! love the fit, quality and design. so unique and is perfect for dressing up or down. wore it to a wedding and plan on wearing it to work. also, i'm a tall girl (5' 11"") and this dress was such a good length for me. no one likes a dress that's too short. i ordered a size 8 and it fit perfectly around the waist and chest.",3,5,1,Product,positive,"love, unique, perfect, good","amazing dress, fit, quality, design, perfect for dressing up or down",2022-11-28 13:24:58.136645962
994,52,General,Bottoms,Pants,1056,Pilcro is the best,"I loved the moss so much, had to go back to get the gold. these chinos look wonderful on. they can be dressed up with pumps and a blouse as well as dressed down with sneakers and a t-shirt. very versatile.",0,5,1,Product,positive,"loved, wonderful, versatile","versatile chinos, can be dressed up or down.",2022-11-28 17:44:20.869565217
995,27,General,Tops,Blouses,834,Amazing!,Beautiful flattering blouse,0,5,1,Product,positive,"beautiful, flattering",beautiful flattering blouse,2022-11-28 22:03:43.602484472
996,75,General Petite,Dresses,Dresses,1078,More cons than pros,"The material is adorable and if it was available in a blouse with sleeves, i would buy in a minute. we have a pool and i thought it would be cute to wear while entertaining. now the cons, i am long waisted and this strange tie knotted high under the bustline giving an odd lumpy look. it runs short and i can't imagine who thought this design was a good idea. there were no reviews when i ordered. i am learning to try it on in the store and/or read the reviews before investing. i would say go up a",1,2,0,Product,negative,"adorable, cute, odd, lumpy, learning","material adorable, strange tie, runs short, no reviews, go up a",2022-11-29 02:23:06.335403726
997,77,General,Tops,Knits,868,Very see thru,I ordered the shirt bc it looked soo cute despite the fact many said this shirt was see thru. it's true.. had to return it,2,1,0,Product,negative,"disappointment, frustration, regret, dissatisfaction, annoyance","shirt is see thru, had to return it",2022-11-29 06:42:29.068322981
998,56,General,Dresses,Dresses,1095,Graphic fabric not well handled,"I bought this jumpsuit in both fabrics. i adored the fit and feel of both, but sadly, the graphic fabric was not handled well in the construction. three examples: a thin white piece along one leg seam made it look like a hole; mismatched large pieces of white in the crotch area looked sloppy and wrong; worst of all, a diagonal was placed on both breast pieces, but they were different angles, which again looked sloppy and wrong in a place where you really want it to look neat and right. too bad b",3,3,1,Product,negative,"adored, sadly, sloppy, wrong, neat","construction issues with jumpsuit, mismatched pieces, sloppy and wrong placement.",2022-11-29 11:01:51.801242236
999,45,General Petite,Trend,Trend,573,Even more beautiful in person!,"This dress did not disappoint. it fits great. i'm 5'3"" and weigh 114 and i got a petite xs. length was perfect, i have a longer torso, so the waist was a bit higher than mine, but it didn't sit strangely and hung well. i am small chested, and the top fit me very well, i think if you have been blessed in that area, you may want to size up. 
overall, it really is beautiful, the pattern and the unexpected transition from one pattern to the next is just what i hoped for and why i buy from retailer. i",27,5,1,Product,positive,"satisfied, happy, impressed, content, excited","beautiful dress, perfect fit, unique pattern, satisfied with purchase",2022-11-29 15:21:14.534161490
1000,30,General Petite,Tops,Knits,862,Shrunk like crazy!,"Bought this shirt on sale. it was super cute in the dressing room, and for the first time i wore it. washed it per the instructions (wash delicate with cold water, lay flat to dry) and it shrunk so much i don't think i'm going to be able to wear it anymore. it was oversized and loose when i bought it, so it shrunk a lot. there is also a small hole all of the sudden, that i have no idea where it came from (wasn't there when i put it in the washer). very disappointed.",1,1,0,Product,negative,"disappointed, frustrated, surprised, confused, upset","shirt shrunk and got a hole after washing, disappointed with the product.",2022-11-29 19:40:37.267080745
1001,50,General,Tops,Blouses,836,Beautiful and elegant tank,"I totally disagree with previous reviewer on sizing. i am usually a medium (sometimes small) in various retailer tops and i purchased this top in a small. i could barely get it over my head. i then ordered the medium and large. i tried the large on first and it fits perfectly. (like the model shot). so i would say this definitely runs small. i never wear a large. for reference, i am 36c, broad shoulder. the gold beading on the top is very pretty and the gold embroidery thread really pops. t",6,5,1,Product,positive,"disagree, pretty, pops","sizing runs small, pretty gold beading and embroidery thread.",2022-11-30 00:00:00.000000000
1002,25,General Petite,Tops,Knits,860,Elegant and creative,"This blouse is a great transitional piece. as other reviewers have noted, the sleeves are split and that's the only reason why it gets four stars instead of five. i wore it with a 3/4 sleeve black top underneath to eliminate this issue for the cooler months. overall design is good and the print is classy and creative. this will be a lovelyt go-to blouse to wear with denim. fits the budget too.",2,4,1,Product,positive,"great, lovely, classy, creative, budget","good design, classy print, budget-friendly blouse",2022-12-01 00:00:00.000000000
1003,45,General Petite,Tops,Knits,886,Adorable t-shirt,"This is absolutely adorable and so flattering! i have the patterned shirt, and i just purchased the white one and the orange one because i like it so much. i am 5 ft. 9"" and 155 lbs. and the medium fits nicely. hope this helps!",43,5,1,Product,positive,"adorable, flattering, like, nicely, hope","adorable, flattering, fits nicely",2022-12-01 03:39:17.360406091
1004,32,General,Jackets,Jackets,984,"Too wide, too short",This jacket was too wide and the length in the arms too short. i wear a medium in almost any article of clothing and felt like i was swimming in a short little jacket. the ratio of how wide it is to the length is not for me but might work well with other body types. the arms were definitely too short.,5,3,0,Product,negative,"dissatisfaction, disappointment, frustration, confusion, resignation","wide jacket, short arms, not suitable for me, might work for others.",2022-12-01 07:18:34.720812182
1005,38,General Petite,Dresses,Dresses,1078,Effortlessly pretty,"So much prettier in person than online. the animal print isn't in your face, but subtle enough for almost any occasion. the button-up collar and slightly past knee length make it work for a casual work environment. the pleats and airiness of the dress remind me of kate middleton in anita dongre. 

fit: 5'4"", 140 pounds - i bought a six, but the four would probably work as well. because of the lightness of the fabric, the extra fabric doesn't overwhelm my small frame. goes slightly past my knee",3,4,1,Product,positive,"prettier, subtle, casual, pleats, airiness","dress is prettier in person, subtle animal print, casual work environment",2022-12-01 10:57:52.081218274
1006,23,General Petite,Jackets,Jackets,975,Cute,"This is a sweet little jacket. i saw it in the store but was unsure because of the price. but after trying it on, i just fell in love! the cut is really flattering. the jacket does run small. i really enjoy the little pop of color on the sleeves. my only complaint is the buttons make me nervous, because they seem to be heavy and i worry that i'll lose one, but only on the front 2, the arms and back buttons seem to be just fine. overall this is a fantastic buy that is great for an office setting",0,5,1,product,positive,"love, flattering, enjoy, nervous, worry","sweet little jacket, flattering cut, pop of color, fantastic buy",2022-12-01 14:37:09.441624365
1007,70,General,Tops,Fine gauge,895,Comfortable style and fit,"This tunic is a lighter weight knit that isn't bulky to wear under coats, etc. it has grey shades running through the natural color which gives the knit more depth. it has a flattering fit. i bought it in the petite size and the length is perfect. i like the way the knit pattern runs two different directions in the front. it adds more interest to the look.",6,5,1,Product,positive,"flattering, perfect, interest","lighter weight knit with flattering fit, adds more interest.",2022-12-01 18:16:26.802030456
1008,32,General Petite,Dresses,Dresses,1077,My new favorite summer dress,"I have never been able to find a maxi dress that just fits me. i'm pretty short (5'2"") and the xs petite comes exactly to my ankles. no hemming necessary! the neckline is very flattering and the waist is a semi-empire elastic waistline that makes this dress both elegant and comfortable. the dress is very stretchy but doesn't look like it. it is absolutely one of my ""summer staples"" now - especially for traveling. if i could have this dress in fifty different patterns i would.",0,5,1,Product,positive,"flattering, elegant, comfortable, stretchy, staple","flattering and comfortable maxi dress, perfect for summer and traveling.",2022-12-01 21:55:44.162436548
1009,56,General,Tops,Fine gauge,902,High in back,"This is a beautiful sweater, but if came up weirdly high on me in back, higher than it looks on the model. she must have on high waisted pants.",0,4,0,Product,positive,"beautiful, weirdly, high, model, high waisted","beautiful sweater, weirdly high on back, higher than model",2022-12-02 01:35:01.522842639
1010,32,General Petite,Dresses,Dresses,1081,Silky smooth weighty fabric in rich wine color,"I tried on this dress in the portland, me, store today. so much good to say about it: the wine color is deep and rich, the fabric hand is similar to a heavy weight silk, the cut of the dress so flattering.
but, i didn't get it. i am 5'2"" and weigh 135 lbs. i can sometimes wear a medium, but my upper arms and hips can require a large, usually petite for proper length. the store didn't have a large (i didn't even realize the dress also came in petite), so i tried on a medium. nice fit through the",2,5,1,Product,positive,"good, deep, rich, flattering, nice","deep wine color, heavy silk-like fabric, flattering cut, nice fit",2022-12-02 05:14:18.883248730
1011,44,General,Dresses,Dresses,1078,Pretty in pink,"I made a visit to the store specifically to try on this dress and it was a disappointment for me. i tried on size 6 regular (i'm 34b, 26 waist, 36 hips) and i could not zip the dress up half way. the zipper is on the side, but it's more to the back which i have to stretch my arms all the way back to reach it. it stopped at my waist and was too tight for me to zip up anymore. i tried on an 8 regular and the entire dress was huge. (i'm 34b, 26 waist, 36 hips). i like the regular size because the l",1,3,1,Product,negative,"disappointment, frustration, dissatisfaction, annoyance, dissatisfaction","sizing issue, dress too tight, zipper placement inconvenient",2022-12-02 08:53:36.243654822
1012,48,General,Tops,Sweaters,943,Perfect for fall,"Looks great with skinny jeans, leggings, trouser/ wide leg. good length for a flattering look. longer in front on me than on model.... so soft. doesn't cling. not overwhelming because the sleeves are skinny and drape is narrow.",1,5,1,Product,positive,"great, flattering, soft, cling, overwhelming","good length, soft fabric, flattering fit",2022-12-02 12:32:53.604060913
1013,24,General Petite,Dresses,Dresses,1095,Classic,"The dress was great! the zipper was just a little tough but over all a very classic, feminine piece.",2,5,1,Product,positive,"great, tough, classic, feminine","classic, feminine dress with a tough zipper.",2022-12-02 16:12:10.964467005
1014,34,General,Dresses,Dresses,1077,Love this dress!,"I absolutely love this dress! the fit is great and the elastic waist helps to show off your shape. it's great for the warmer fall weather we have in the south, but i can put tights with it when it gets colder. the dress is thin, but not sheer so there's no need for a liner. i'm 5'8, weigh 144lbs and ordered this dress in a size 10. i think i might have been able to wear an 8, but the 10 fit so well that i kept it.",0,5,1,Product,positive,"love, great, helps, warmer, colder","great fit, elastic waist, perfect for fall weather",2022-12-02 19:51:28.324873096
1015,30,General Petite,Tops,Sweaters,940,Beautiful sweater,"I love retailer sweaters! always great quality and design, this one is no exception. i have the navy blue one and it fits well, true to size.",1,5,1,Product,positive,"love, great, quality, design, fits well","great quality and design, fits well",2022-12-02 23:30:45.685279187
1016,40,Initmates,Intimate,Lounge,370,,,0,5,1,,,,,2022-12-03 03:10:03.045685279
1017,38,General,Tops,Sweaters,927,"Love this, with reservation","I love tunics, i love sweaters, i love turquoise. i ordered this in large, and it fits well, but the arms are very long. i don't like constantly pushing sleeves up so i wear it with the cuffs turned back. a previous reviewer commented on the length and another about the bagginess. i didn't have issues with either. it hits just above my knee (5'5"") and it is appropriately proportioned around the the body of the sweater. so what's my reservation? how the sweater is more delicate than it seems. the",0,4,1,Product,positive,"love, like, reservation, delicate","sweater fits well, long arms, delicate material",2022-12-03 06:49:20.406091370
1018,55,General Petite,Tops,Knits,868,Beautiful. unique. flattering,"I just received this top today, and as usual, retailer doesn't disappoint!! it's beautiful, runs a bit generous and has such pretty detail. i'm 5'2, 128 pounds and always wear a size small. this small fits well with just enough room to be a little generous around your waist. what a steal!! don't miss this perfect addition to any wardrobe.",0,5,1,Product,positive,"satisfied, happy, excited, pleased, impressed","beautiful top, runs a bit generous, pretty detail, steal addition to wardrobe",2022-12-03 10:28:37.766497461
1019,21,General,Tops,Knits,862,Effortless,"I love this comfy top, and if it couldn't get any better, the pleated back makes it extra special! it is easy to thrown on and still feel put together. i purchased this top in the green and i'm absolutely enthralled by the rich color! i do agree that the quality of the pleats could be slightly better, however i believe it's up to par with the price point. i typically wear an xs/xsp and ultimately decided to go with a small for a more oversized tunic top look, but otherwise i'd go for your normal",6,5,1,Product,positive,"love, special, enthralled, better, rich","comfy top, pleated back, rich color, slightly better quality",2022-12-03 14:07:55.126903553
1020,61,General,Dresses,Dresses,1083,"After a tailor fixes the back, it'll be great","I have no need for this dress but had to have it. i read the reviews and when there was a sale weekend, pulled the trigger on it. just as reviewers noted, it's very flattering. from the front. and, just as another reviewer noted, the back torso is widely misshapen, creating a hunchback look. but i figured a good tailor could make it right. it's going to cost just under 2 jacksons to do it. which is about how much the discount was for the sale. but i expect to have this dress for years and can't",1,4,1,Product,positive,"need, flattering, misshapen, hunchback, good",dress is flattering but needs tailoring for misshapen back.,2022-12-03 17:47:12.487309644
1021,66,General,Tops,Blouses,820,Veille peasant top,"I was able to get this on sale. when it arrived, it was missing half of the rhinestones. i am very surprised that this top would be sent out this way. it also was missing the little bag with extra stones. i'm reaching out and wondering if anyone else has experienced this and is there a store that sells rhinestones like the one on the blouse? any help from anyone would be appreciated. i hate to part with this, but where was quality control?",0,1,0,Product,negative,"surprised, wondering, appreciated, hate, quality control","missing rhinestones, no extra stones, need replacement, quality issue",2022-12-03 21:26:29.847715736
1022,39,General,Dresses,Dresses,1083,So its green----,"I don't know how this dress looks on your monitor. on mine - it looks dark green. which it is! i was pleased with this aspect since i had hoped it would be as pictured despite the color description as ""slate."" that aside, it was a bit too large on me, and since i am on the shorter side at 5'4"", i looked a bit like a child's doll in it. i wish it had looked better on me because the color is beautiful, and so is the quality.",7,5,1,Product,positive,"pleased, beautiful, quality",dress color is beautiful and quality is good,2022-12-04 01:05:47.208121827
1023,39,General,Dresses,Dresses,1110,Such a disappointment!,"I fell in love with this dress but when i received it in the mail, i was really surprised to see that unlike the picture online, the slip underneath is a nude color. it fit well and i decided to keep it. i wore it for the first time today and felt great in it. i was driving with my son in the back seat, i turned to hand him something and the entire right side of the dress (where the crocheting is) ripped open!! i cannot believe how poor the quality is at this price!",2,1,0,Product,negative,"surprised, great, cannot believe, poor, love","poor quality, ripped dress, nude slip, surprised by color",2022-12-04 04:45:04.568527918
1024,64,General,Tops,Knits,868,"True to size-a bit big, but a great casual top","This is definitely again, a bit big. i'm usually a med, that is what i got, i could have gotten a small, but the arm holes might have been a tad tight then. i'm keeping the med, in case it shrinks, as it is part rayon, and rayon always shrinks if put in the washer. it is a great casual piece that will go with most anything. i love the tie, as you can then tighten the waist up a bit, or leave looser. the material is soft and not clingy. this is why i love a rayon blend. it hits me below my waist",0,4,1,Product,positive,"love, great, soft, casual, comfortable",soft and comfortable rayon blend casual piece,2022-12-04 08:24:21.928934010
1025,41,General,Tops,Blouses,819,Cute but gross polyester,"I know we've gotten to the point that polyester can be acceptable, but sometimes it's still that horrible texture, unbreathable mess. unfortunately, that's what this top is made out of. so it runs big, its billowy, and cute, but i couldn't get it off quick enough because of the feel of the fabric.",0,2,0,Product,negative,"horrible, unbreathable, mess, big, billowy, cute, feel","polyester texture is horrible and unbreathable, runs big",2022-12-04 12:03:39.289340101
1026,63,General,Jackets,Outerwear,1118,Truly beautiful!,This jacket is high quality leather and will bring you years of wear! i made sure to add a little room to accommodate thick sweaters!,1,5,0,Product,positive,"satisfied, confident, content, happy, grateful","high quality leather jacket, room for thick sweaters.",2022-12-04 15:42:56.649746192
1027,41,General Petite,Dresses,Dresses,1092,That unique retailer dress,"This dress is gorgeous- it's one of those retailer dresses that i find worth the price because of how unique and beautiful it is! i found it to fit tts. although the zipper does take a good tug to get over the fabric seam, it fits perfectly. if you have a bigger chest (d+), i would foresee this dress being too snug. however, i am a c and it fits just right! i wore it to a backyard wedding with flat sandals and simple gold hoops, but i love the idea of styling it with a jacket and some wedges or bo",5,5,1,Product,positive,"gorgeous, unique, beautiful, fits perfectly, love","unique and beautiful dress, fits perfectly",2022-12-04 19:22:14.010152284
1028,63,General Petite,Tops,Sweaters,942,Had to send it back,"I was so excited to order this sweater. i thought that the moss color would make it a great basic for work or casual days. ordering it on sale made it all the better. however, when it came i was so sad to see how muted the colors were, with little definition. the sweater itself lacks definition as well, just shapeless and hangy. i also did not expect the angora like hair on the sweater which bothered by eyes as soon as i tried it on.",2,2,0,Product,negative,"excited, sad, bothered, disappointed, surprised","muted colors, shapeless sweater, angora-like hair, disappointed with purchase.",2022-12-04 23:01:31.370558375
1029,64,General,Bottoms,Pants,1056,My dream chinos!,"They have all the features i've been searching for:
the leg is straight, not tapered or fitted. the fabric is soft, with an authentic worn-in look. the overall look is casual, relaxed and cool. i love these chinos and definitely plan to buy more.",0,5,1,Product,positive,"satisfied, happy, excited, content, pleased","authentic worn-in look, casual and relaxed chinos",2022-12-05 02:40:48.730964467
1030,50,General,Bottoms,Jeans,1028,Amazing!,Beautiful fit and true to size. highly recommend. they are long and you will need to have them hemmed but they are soft and feel amazing on.,2,5,1,Product,positive,"beautiful, fit, true, size, recommend, long, need, hemmed, soft, feel, amazing","beautiful fit, true to size, soft and amazing",2022-12-05 06:20:06.091370558
1031,35,General Petite,Dresses,Dresses,1110,,"Yes! yes! yes! 
i buy a lot of dresses from retailer, and about once a year i hit the jackpot with a dress that hits all the marks! this dress is it!

i bought the white linen version on a whim. i never buy white dress because, 1. i don't want to look bigger than my pear shape already is, and 2. i like red wine and i that's risky in a white dress! 

i don't know how this designer did it, but this dress is amazing! it's slimming and flattering and summery and current. and i am two sizes bigger",6,5,1,Product,positive,"excitement, satisfaction, surprise, happiness, contentment","slimming, flattering, summery dress in white linen",2022-12-05 09:59:23.451776649
1032,26,General,Dresses,Dresses,1095,,Love this dress and so does my boyfriend. took my usual size 2 and it's a little snug but the 4 would have been too big.,0,5,1,Product,positive,"love, snug, big","dress size 2 snug, boyfriend loves it",2022-12-05 13:38:40.812182741
1033,36,General,Bottoms,Shorts,495,"Cute shorts, but runs big","Cute shorts with great fabric (and lined so they lay smooth over your body). i really love that the material has a dressier feel, but they ran a bit large and looked sort of frumpy on me (curvy body, 5'7'', 150). i'm returning them and trying a small. elastic waist is great for me after having a baby, but would look just fine under a belt or covered by a shirt.",8,4,1,Product,positive,"love, frumpy, returning, trying, great","cute shorts with great fabric, ran a bit large",2022-12-05 17:17:58.172588832
1034,54,General,Dresses,Dresses,1078,Disappointed with fit,This is one of those dresses that looks so cute on the model but doesn't look anything like that in reality. it has no shape and it fits weirdly all over. i am normally a m and i ordered the s and it is massive.,0,1,0,Product,negative,"disappointment, frustration, confusion","shapeless dress, weird fit, wrong size",2022-12-05 20:57:15.532994923
1035,29,General,Bottoms,Pants,1054,Perfect jumpsuit,"I wore this jumpsuit to a newport wedding and got so many compliments! i'm 5'2"" 105 lbs and the 0 petite was perfect with heels.",1,5,1,Product,positive,"compliments, perfect","jumpsuit received many compliments at wedding, perfect fit",2022-12-06 00:36:32.893401015
1036,46,General,Bottoms,Shorts,606,Fit was disappointing,"I'm 5'4"", 130 lbs, curvy and fit. i'm usually a size 6 but when i tried these shorts on, they were tight. i sized up to an 8 and they looked better. but overall the fit was not flattering on a petite, curvy frame. i think these shorts would work on someone taller and a bit thinner in the thigh area.",6,3,0,Product,negative,"tight, better, flattering, taller, thinner","shorts not flattering on petite, curvy frame",2022-12-06 04:15:50.253807106
1037,43,General,Tops,Blouses,839,Well made cute top,"So this top is kind of short, but that is pictured. it hits right where it does in the photo, which i like. it is a sheer material, not terribly so, but you will most likely need a cami, which you could pair a long one with to offset the shorter top if you don't like the shortness. i love the top, it's very pretty detailing, cute, just as pictured. i ordered a size 2 and it fits great. i usually wear petites, but you really don't need to get a petite because it's short as it is. i have broad sho",1,5,1,Product,positive,"like, love, pretty, cute, great","short top, sheer material, pretty detailing, fits great",2022-12-06 07:55:07.614213198
1038,54,General,Tops,Knits,886,Notta for me,I had high hopes for this top but it was too big and too much fabric.,0,3,0,Product,negative,"disappointment, frustration, dissatisfaction, regret, annoyance",top too big and too much fabric,2022-12-06 11:34:24.974619289
1039,46,General Petite,Jackets,Outerwear,1125,"Gorgeous, but...","I bought a 2p when i should've bought a 0p. i was swimming in the 2p. however, it didn't matter, because everything was itchy, and i'm not even allergic to wool. the beautiful buttons are oddly placed to achieve that cool design, and just like other reviewers commented, you have to twist and contort them to get them to button...which, inevitably, will lead to them popping off. and i didn't see an extra one in case that happened. the coat is stunning, there's no argument about that, and i welcome",0,5,0,Product,negative,"itchy, cool, stunning, argument, welcome","coat design, buttons popping off, stunning coat",2022-12-06 15:13:42.335025380
1040,44,General,Tops,Knits,879,"Go-to, throw over anything sweater","This is more a sweater than a sweatshirt but it also feels more casual, like a sweatshirt. i put it on and immediately felt comfortable. it's stylish but not frumpy and it will work for me running around town doing errands or going out for a casual lunch or dinner. it's a perfect weight sweater to throw on in the cool cali evenings.",19,4,1,Product,positive,"comfortable, stylish, perfect, casual, cool",stylish and comfortable sweater for casual occasions,2022-12-06 18:52:59.695431472
1041,23,Initmates,Intimate,Intimates,42,Lovely,"Makes me feel like a sexy ice skater. true to size, i am 5'0 and 120 lb and both the small and medium fit. i kept the medium. love it!",1,5,1,Product,positive,"sexy, love","true to size, love it",2022-12-06 22:32:17.055837563
1042,48,Initmates,Intimate,Swim,31,,,0,5,1,,,,,2022-12-07 02:11:34.416243654
1043,39,General,Tops,Blouses,850,So cute,This top is so cute.  i love it and get tons of compliments on it.,0,5,1,Product,positive,"cute, love, compliments","cute top, tons of compliments",2022-12-07 05:50:51.776649746
1044,37,General Petite,Tops,Knits,865,"Pretty, but very small.","This top is really pretty, however i found it to be super small. i know meadow rue tends to run small, but this small was like an extra small. i'm not large chested either . if you are super straight/thin with a long torso this is the top for you.",0,5,1,Product,negative,"small, extra small, pretty, large chested, straight/thin","small sizing, not suitable for larger sizes",2022-12-07 09:30:09.137055837
1045,34,General,Tops,Blouses,820,Odd cut,I loved the star pattern of this top but the cut was odd. it is very big in the chest and full at the bottom. for anyone who is petite on top it tends to look sloppy.,0,2,0,Product,negative,"loved, odd, big, full, sloppy","odd cut, big in chest, full at bottom",2022-12-07 13:09:26.497461929
1046,51,General,Tops,Fine gauge,907,Worth the sale price,Tts. i'm wearing a small. the black goes with so many of my charlie print pants. washed nicely. layers flat to dry. had to iron the shell underneath. great for casual office.,2,5,1,Product,positive,"casual, great, nicely, small, black",great for casual office,2022-12-07 16:48:43.857868020
1047,58,Initmates,Intimate,Sleep,147,Pleasant dreamy pjs,"I saw these in the connecticut retailer but didn't want to pay full price. the very next week, they went on sale! i ordered xs (i'm 5'4, small frame, 120lbs). while the length is perfect, the waist is a bit tight for pjs. though, not tight enough to return as i love everything else about these. they're like wearing a painting of fine art! light weight flannel. hope they hold up well iin cold water wash!",0,5,1,Product,positive,"love, hope, like, fine art, light weight","light weight flannel, hope they hold up well in cold water wash",2022-12-07 20:28:01.218274111
1048,57,General,Tops,Sweaters,940,Cute!,Love this sweater. i wore it to work with leggings and a long sleeved shirt underneath. it lays nicely.,1,5,1,Product,positive,"love, nicely",sweater lays nicely,2022-12-08 00:07:18.578680203
1049,44,General,Tops,Blouses,828,So cute,"This top is great! it looks much better in person. it's still kind of a faded look but it's not as light as shown here. also, the exact location of the plaid is different on each top. it runs just a tiny bit large but i liked it loose so took my normal size. there is another fabric lining the front in a very cute print. will be a nice, loose and cool top for summer. love the tie in the back as well.",0,5,1,Product,positive,"great, better, faded, light, different, cute, nice, loose, cool, love","cute print, nice loose and cool top for summer",2022-12-08 03:46:35.939086294
1050,38,General,Tops,Blouses,825,"Beautifully made, quality top","I fell in love with this top on the spot and paid full price for it, which is a rarity, since everything goes on sale. it's a beautify top, well made and sits well on me. i am 5'6"", usually wear a size 10 but got away with an 8 in this one. i do have short torso, so i can see it having a problem for someone with long torso or someone who's tall. what's even better is that it went on sale and the store was nice enough to give me the difference back. i'm thinking about getting the other two colors",3,5,1,Product,positive,"love, rarity, beautify, well made, sits well","well-made top, fits well, considering getting other colors",2022-12-08 07:25:53.299492385
1051,28,General Petite,Jackets,Outerwear,1131,Too large and low quality,"I wanted to like this coat so bad! i loved the bright red color and design, but when i received it, it seemed very cheap and just too large. i returned it.",0,2,0,Product,negative,"disappointment, dissatisfaction, frustration, regret, sadness","cheap and too large, returned it",2022-12-08 11:05:10.659898477
1052,40,General,Dresses,Dresses,1083,Cute casual dress.,This is a cute casual dress that could be worn with flip flops or boots.,0,4,1,Product,positive,"cute, casual, worn, flip flops, boots","cute casual dress, worn with flip flops or boots",2022-12-08 14:44:28.020304568
1053,31,General Petite,Tops,Knits,858,Hole in it after a month,"I have had this shirt for a little over a month. i've wore it maybe 3-5 times and there is a small hole in the middle of the sleeve on my shoulder. it's not even on a seam, so i can't fix it. i expect much better quality from retailer. don't buy this. the quality is very disappointing. which is really unfortunate because this is a very nice fitting shirt and goes well with pencil skirts.",0,2,0,Product,negative,"disappointment, unfortunate, nice, fitting, goes well","quality is disappointing, nice fitting shirt, goes well with pencil skirts",2022-12-08 18:23:45.380710659
1054,27,General,Dresses,Dresses,1078,Exquisite!,"This is one of those rare garments that is actually as flattering on me as it looks on the model. just like the picture, it hangs like a dress and emphasizes my curves without seeming too revealing. the weight of the fabric creates graceful movement, while the loose cut keeps it cool and breezy. for reference, i am 5'4"" and curvy (34d, 35x28x39), and i ordered a small petite. this is a smaller size than i would wear in most styles, but it fits almost like it was made for me. the tie hits slightl",3,5,1,Product,positive,"flattering, cool, breezy, graceful, made for me","flattering dress with graceful movement, perfect fit for me.",2022-12-08 22:03:02.741116751
1055,68,General,Dresses,Dresses,1197,Perfect every day neutral,"So glad i ordered this dress. it fits true to size and is extra soft. i was unsure about the color, but it looks nicer in person. the fabric is a mid weight that hangs nicely. this will go great with leggings or tights and wear into spring.",1,5,1,Product,positive,"glad, unsure, nicer, great, wear","fits true to size, extra soft, mid weight fabric, great with leggings or tights, wear into spring",2022-12-09 01:42:20.101522842
1056,38,General Petite,Dresses,Dresses,1110,"Beautiful, but...","I loved this dress and ordered it online. i found the colors to be a bit more muted than i expected, and unfortunately the fabric quality seemed low considering the price point. ultimately i decided to return it as i couldn't justify spending $178 on a dress that didn't seem as well made as i would expect from retailer.",4,3,0,Product,negative,"loved, muted, low, unfortunately, return","colors muted, fabric quality low, return due to price and quality",2022-12-09 05:21:37.461928934
1057,46,General Petite,Dresses,Dresses,1095,Sava silk halter dress,I wish summer was longer so i could have the opportunity to wear this more. much more eye-catching and unique in person than the photo. 5 stars.,3,5,1,Product,positive,"wish, opportunity, eye-catching, unique, stars","summer wish, eye-catching and unique in person",2022-12-09 09:00:54.822335025
1058,31,General,Tops,Knits,883,Perfect,Love this tank! so easy to throw on quickly and still look out together!,1,5,1,Product,positive,"love, easy, look, together","tank, easy, look, together",2022-12-09 12:40:12.182741116
1059,34,General,Tops,Blouses,836,,"This is the worst shirt i have ever tried on from retailer. it is basically a big shaggy box from the front, and from the side it looks like a tent. it is also short.",0,1,0,Product,negative,"worst, shaggy, tent, short","bad shirt, needs improvement in design and fit.",2022-12-09 16:19:29.543147208
1060,25,General,Dresses,Dresses,1104,Beautiful flowy dress,"This dress is beautiful and delicate, so flattering! runs a little big- slightly looser fit- got the size small, usually a 6-8, and it is perfect. the slip included is very sheer however, so i am using a different black slip for mine.",0,5,1,Product,positive,"beautiful, delicate, flattering, perfect, sheer","beautiful, delicate dress with a perfect fit",2022-12-09 19:58:46.903553299
1061,29,General,Dresses,Dresses,1094,Beautiful. dress up and dress down,I have worn this dress twice and it is amazing. the material feels heavy and drapey but i still feel nice and cool in it. i always have several people asking me where i bought it when i wear it. i am 5'1 130 lbs and 34 d. i bought a small petite and it fit perfectly. i love this dress and would highly recommend it to anyone. definitely one of the best things i've ever bought from retailer.,0,5,1,Product,positive,"amazing, nice, cool, love, highly recommend","amazing dress, highly recommend, best purchase from retailer",2022-12-09 23:38:04.263959390
1062,50,General,Tops,Knits,872,Comfortable and stylish,"I purchased the blue one - it's a very brilliant royal blue. nice color. the patterned portion is quite heavy, which provides a nice drape. hangs really well without being clingy or too loose. great top for jeans.",1,4,1,Product,positive,"brilliant, nice, heavy, nice, great","blue top with nice color and pattern, great for jeans.",2022-12-10 03:17:21.624365482
